menu_name,karbo,protein,sayur,bahan,energy_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sodium_mg
"Nasi gemuk + Ayam goreng pasundan, dada + Gado-gado",Nasi gemuk,"Ayam goreng pasundan, dada",Gado-gado,"Nasi gemuk, Ayam goreng pasundan, dada, Gado-gado",575.0,47.8,46.1,21.0,1.8,355.0
"Nasi minyak + Ayam goreng pasundan, dada + Gado-gado",Nasi minyak,"Ayam goreng pasundan, dada",Gado-gado,"Nasi minyak, Ayam goreng pasundan, dada, Gado-gado",590.0,47.5,58.8,17.2,1.9,74.0
"Nasi gurih + Ayam goreng sukabumi, dada + Gado-gado",Nasi gurih,"Ayam goreng sukabumi, dada",Gado-gado,"Nasi gurih, Ayam goreng sukabumi, dada, Gado-gado",571.0,47.5,48.0,19.9,1.8,296.0
"Jagung titi + Ayam goreng poineer, dada + Wortel rebus",Jagung titi,"Ayam goreng poineer, dada",Wortel rebus,"Jagung titi, Ayam goreng poineer, dada, Wortel rebus",697.0,47.5,86.0,17.4,1.6,41.0
"Jagung titi + Ayam goreng kalasan, paha + Wortel rebus",Jagung titi,"Ayam goreng kalasan, paha",Wortel rebus,"Jagung titi, Ayam goreng kalasan, paha, Wortel rebus",677.0,47.5,86.7,14.9,1.6,217.0
"Jagung muda,rebus + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur","Jagung muda,rebus","Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Jagung muda,rebus, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",483.0,47.5,35.5,16.2,1.4,410.0
"Jagung kuning pipil, rebus + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus","Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",497.0,47.5,33.3,18.8,1.3,410.0
"Nasi gemuk + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Nasi gemuk,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Nasi gemuk, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",535.0,47.5,29.3,24.1,1.3,760.0
"Nasi tim + Ayam goreng pasundan, dada + Gado-gado",Nasi tim,"Ayam goreng pasundan, dada",Gado-gado,"Nasi tim, Ayam goreng pasundan, dada, Gado-gado",503.0,47.4,47.7,12.6,1.6,0.0
"Jagung kuning pipil, rebus + Ayam goreng poineer, dada + Gado-gado","Jagung kuning pipil, rebus","Ayam goreng poineer, dada",Gado-gado,"Jagung kuning pipil, rebus, Ayam goreng poineer, dada, Gado-gado",586.0,47.3,50.0,21.4,1.8,5.0
"Jagung kuning pipil, rebus + Ayam goreng kalasan, paha + Gado-gado","Jagung kuning pipil, rebus","Ayam goreng kalasan, paha",Gado-gado,"Jagung kuning pipil, rebus, Ayam goreng kalasan, paha, Gado-gado",566.0,47.3,50.7,18.9,1.8,181.0
"Nasi gemuk + Ayam goreng kalasan, paha + Gado-gado",Nasi gemuk,"Ayam goreng kalasan, paha",Gado-gado,"Nasi gemuk, Ayam goreng kalasan, paha, Gado-gado",604.0,47.3,46.7,24.2,1.8,531.0
"Rujak lontong + Ayam goreng pasundan, paha + Sayur lebui",Rujak lontong,"Ayam goreng pasundan, paha",Sayur lebui,"Rujak lontong, Ayam goreng pasundan, paha, Sayur lebui",552.0,47.2,37.5,24.3,5.7,402.0
"Nasi minyak + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Nasi minyak,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Nasi minyak, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",550.0,47.2,42.0,20.3,1.4,479.0
"Nasi gurih + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur",Nasi gurih,"Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Nasi gurih, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",531.0,47.2,31.2,23.0,1.3,701.0
"Woku ubi + Ayam goreng pasundan, dada + Gado-gado",Woku ubi,"Ayam goreng pasundan, dada",Gado-gado,"Woku ubi, Ayam goreng pasundan, dada, Gado-gado",526.0,47.1,36.7,20.0,8.1,353.0
"Jagung titi + Ayam goreng sukabumi, dada + Wortel kukus",Jagung titi,"Ayam goreng sukabumi, dada",Wortel kukus,"Jagung titi, Ayam goreng sukabumi, dada, Wortel kukus",655.0,47.1,88.4,12.0,1.9,43.0
"Nasi tim + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Nasi tim,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Nasi tim, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",463.0,47.1,30.9,15.7,1.1,405.0
"Nasi minyak + Ayam goreng poineer, dada + Gado-gado",Nasi minyak,"Ayam goreng poineer, dada",Gado-gado,"Nasi minyak, Ayam goreng poineer, dada, Gado-gado",639.0,47.0,58.7,22.9,1.9,74.0
"Nasi minyak + Ayam goreng kalasan, paha + Gado-gado",Nasi minyak,"Ayam goreng kalasan, paha",Gado-gado,"Nasi minyak, Ayam goreng kalasan, paha, Gado-gado",619.0,47.0,59.4,20.4,1.9,250.0
"Jagung kuning pipil, rebus + Ayam goreng poineer, dada + Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus","Ayam goreng poineer, dada","Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus, Ayam goreng poineer, dada, Cap cai / capcay / cap cay, sayur",546.0,47.0,33.2,24.5,1.3,410.0
"Jagung kuning pipil, rebus + Ayam goreng kalasan, paha + Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus","Ayam goreng kalasan, paha","Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus, Ayam goreng kalasan, paha, Cap cai / capcay / cap cay, sayur",526.0,47.0,33.9,22.0,1.3,586.0
"Nasi / Nasi Putih + Ayam goreng pasundan, dada + Gado-gado",Nasi / Nasi Putih,"Ayam goreng pasundan, dada",Gado-gado,"Nasi / Nasi Putih, Ayam goreng pasundan, dada, Gado-gado",563.0,47.0,61.5,12.5,1.3,1.0
"Nasi rames + Ayam goreng sukabumi, paha + Wortel kukus",Nasi rames,"Ayam goreng sukabumi, paha",Wortel kukus,"Nasi rames, Ayam goreng sukabumi, paha, Wortel kukus",475.0,47.0,27.9,19.1,1.1,308.0
"Jagung titi + Ayam goreng sukabumi, paha + Kangkung tondano",Jagung titi,"Ayam goreng sukabumi, paha",Kangkung tondano,"Jagung titi, Ayam goreng sukabumi, paha, Kangkung tondano",700.0,46.9,88.0,16.7,5.1,30.0
"Rujak lontong + Ayam goreng pasundan, paha + Kangkung tondano",Rujak lontong,"Ayam goreng pasundan, paha",Kangkung tondano,"Rujak lontong, Ayam goreng pasundan, paha, Kangkung tondano",531.0,46.9,33.4,23.9,4.3,308.0
"Nasi tim + Ayam goreng poineer, dada + Gado-gado",Nasi tim,"Ayam goreng poineer, dada",Gado-gado,"Nasi tim, Ayam goreng poineer, dada, Gado-gado",552.0,46.9,47.6,18.3,1.6,0.0
"Nasi tim + Ayam goreng kalasan, paha + Gado-gado",Nasi tim,"Ayam goreng kalasan, paha",Gado-gado,"Nasi tim, Ayam goreng kalasan, paha, Gado-gado",532.0,46.9,48.3,15.8,1.6,176.0
"Lepok / Ubi rumput + Ayam goreng pasundan, dada + Gado-gado",Lepok / Ubi rumput,"Ayam goreng pasundan, dada",Gado-gado,"Lepok / Ubi rumput, Ayam goreng pasundan, dada, Gado-gado",564.0,46.8,61.5,13.4,11.8,116.0
"Woku ubi + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Woku ubi,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Woku ubi, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",486.0,46.8,19.9,23.1,7.6,758.0
"Nasi rames + Ayam goreng pasundan, paha + Anyang, sayur",Nasi rames,"Ayam goreng pasundan, paha","Anyang, sayur","Nasi rames, Ayam goreng pasundan, paha, Anyang, sayur",526.0,46.8,29.7,23.5,5.4,555.0
"lontong + Ayam goreng pasundan, dada + Gado-gado",lontong,"Ayam goreng pasundan, dada",Gado-gado,"lontong, Ayam goreng pasundan, dada, Gado-gado",527.0,46.8,53.5,12.4,2.3,0.0
"Jagung muda,rebus + Ayam goreng sukabumi, paha + Gado-gado","Jagung muda,rebus","Ayam goreng sukabumi, paha",Gado-gado,"Jagung muda,rebus, Ayam goreng sukabumi, paha, Gado-gado",562.0,46.8,51.8,18.2,1.9,5.0
"Jagung titi + Ayam goreng sukabumi, dada + Wortel rebus",Jagung titi,"Ayam goreng sukabumi, dada",Wortel rebus,"Jagung titi, Ayam goreng sukabumi, dada, Wortel rebus",646.0,46.8,86.4,11.9,1.6,41.0
"Nasi merah + Ayam goreng pasundan, dada + Gado-gado",Nasi merah,"Ayam goreng pasundan, dada",Gado-gado,"Nasi merah, Ayam goreng pasundan, dada, Gado-gado",532.0,46.8,54.2,12.6,1.4,5.0
"Jagung gerontol + Ayam goreng pasundan, dada + Gado-gado",Jagung gerontol,"Ayam goreng pasundan, dada",Gado-gado,"Jagung gerontol, Ayam goreng pasundan, dada, Gado-gado",539.0,46.7,55.0,13.5,2.1,0.0
"Nasi minyak + Ayam goreng kalasan, paha + Cap cai / capcay / cap cay, sayur",Nasi minyak,"Ayam goreng kalasan, paha","Cap cai / capcay / cap cay, sayur","Nasi minyak, Ayam goreng kalasan, paha, Cap cai / capcay / cap cay, sayur",579.0,46.7,42.6,23.5,1.4,655.0
"Woku ubi + Ayam goreng kalasan, paha + Gado-gado",Woku ubi,"Ayam goreng kalasan, paha",Gado-gado,"Woku ubi, Ayam goreng kalasan, paha, Gado-gado",555.0,46.6,37.3,23.2,8.1,529.0
"Jagung kuning pipil, rebus + Ayam goreng sukabumi, dada + Gado-gado","Jagung kuning pipil, rebus","Ayam goreng sukabumi, dada",Gado-gado,"Jagung kuning pipil, rebus, Ayam goreng sukabumi, dada, Gado-gado",535.0,46.6,50.4,15.9,1.8,5.0
"Nasi gemuk + Ayam goreng sukabumi, dada + Gado-gado",Nasi gemuk,"Ayam goreng sukabumi, dada",Gado-gado,"Nasi gemuk, Ayam goreng sukabumi, dada, Gado-gado",573.0,46.6,46.4,21.2,1.8,355.0
"Nasi tim + Ayam goreng poineer, dada + Cap cai / capcay / cap cay, sayur",Nasi tim,"Ayam goreng poineer, dada","Cap cai / capcay / cap cay, sayur","Nasi tim, Ayam goreng poineer, dada, Cap cai / capcay / cap cay, sayur",512.0,46.6,30.8,21.4,1.1,405.0
"Nasi tim + Ayam goreng kalasan, paha + Cap cai / capcay / cap cay, sayur",Nasi tim,"Ayam goreng kalasan, paha","Cap cai / capcay / cap cay, sayur","Nasi tim, Ayam goreng kalasan, paha, Cap cai / capcay / cap cay, sayur",492.0,46.6,31.5,18.9,1.1,581.0
"Lepok / Ubi rumput + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Lepok / Ubi rumput,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Lepok / Ubi rumput, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",524.0,46.5,44.7,16.5,11.3,521.0
"Nasi gurih + Ayam goreng sukabumi, paha + Gado-gado",Nasi gurih,"Ayam goreng sukabumi, paha",Gado-gado,"Nasi gurih, Ayam goreng sukabumi, paha, Gado-gado",610.0,46.5,47.5,25.0,1.8,296.0
"lontong + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",lontong,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","lontong, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",487.0,46.5,36.7,15.5,1.8,405.0
"Jagung muda,rebus + Ayam goreng sukabumi, paha + Cap cai / capcay / cap cay, sayur","Jagung muda,rebus","Ayam goreng sukabumi, paha","Cap cai / capcay / cap cay, sayur","Jagung muda,rebus, Ayam goreng sukabumi, paha, Cap cai / capcay / cap cay, sayur",522.0,46.5,35.0,21.3,1.4,410.0
"Nasi / Nasi Putih + Ayam goreng poineer, dada + Gado-gado",Nasi / Nasi Putih,"Ayam goreng poineer, dada",Gado-gado,"Nasi / Nasi Putih, Ayam goreng poineer, dada, Gado-gado",612.0,46.5,61.4,18.2,1.3,1.0
"Nasi / Nasi Putih + Ayam goreng kalasan, paha + Gado-gado",Nasi / Nasi Putih,"Ayam goreng kalasan, paha",Gado-gado,"Nasi / Nasi Putih, Ayam goreng kalasan, paha, Gado-gado",592.0,46.5,62.1,15.7,1.3,177.0
"Jagung gerontol + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Jagung gerontol,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Jagung gerontol, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",499.0,46.4,38.2,16.6,1.6,405.0
"Lepok / Ubi rumput + Ayam goreng poineer, dada + Gado-gado",Lepok / Ubi rumput,"Ayam goreng poineer, dada",Gado-gado,"Lepok / Ubi rumput, Ayam goreng poineer, dada, Gado-gado",613.0,46.3,61.4,19.1,11.8,116.0
"Lepok / Ubi rumput + Ayam goreng kalasan, paha + Gado-gado",Lepok / Ubi rumput,"Ayam goreng kalasan, paha",Gado-gado,"Lepok / Ubi rumput, Ayam goreng kalasan, paha, Gado-gado",593.0,46.3,62.1,16.6,11.8,292.0
"Jagung muda,rebus + Ayam goreng pasundan, dada + Anyang, sayur","Jagung muda,rebus","Ayam goreng pasundan, dada","Anyang, sayur","Jagung muda,rebus, Ayam goreng pasundan, dada, Anyang, sayur",514.0,46.3,41.3,17.6,6.2,295.0
"lontong + Ayam goreng poineer, dada + Gado-gado",lontong,"Ayam goreng poineer, dada",Gado-gado,"lontong, Ayam goreng poineer, dada, Gado-gado",576.0,46.3,53.4,18.1,2.3,0.0
"lontong + Ayam goreng kalasan, paha + Gado-gado",lontong,"Ayam goreng kalasan, paha",Gado-gado,"lontong, Ayam goreng kalasan, paha, Gado-gado",556.0,46.3,54.1,15.6,2.3,176.0
"Nasi minyak + Ayam goreng sukabumi, dada + Gado-gado",Nasi minyak,"Ayam goreng sukabumi, dada",Gado-gado,"Nasi minyak, Ayam goreng sukabumi, dada, Gado-gado",588.0,46.3,59.1,17.4,1.9,74.0
"Nasi merah + Ayam goreng poineer, dada + Gado-gado",Nasi merah,"Ayam goreng poineer, dada",Gado-gado,"Nasi merah, Ayam goreng poineer, dada, Gado-gado",581.0,46.3,54.1,18.3,1.4,5.0
"Nasi merah + Ayam goreng kalasan, paha + Gado-gado",Nasi merah,"Ayam goreng kalasan, paha",Gado-gado,"Nasi merah, Ayam goreng kalasan, paha, Gado-gado",561.0,46.3,54.8,15.8,1.4,181.0
"Jagung kuning pipil, rebus + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus","Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Jagung kuning pipil, rebus, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",495.0,46.3,33.6,19.0,1.3,410.0
"Nasi gemuk + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur",Nasi gemuk,"Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Nasi gemuk, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",533.0,46.3,29.6,24.3,1.3,760.0
"Nasi coklat + Ayam goreng pasundan, dada + Gado-gado",Nasi coklat,"Ayam goreng pasundan, dada",Gado-gado,"Nasi coklat, Ayam goreng pasundan, dada, Gado-gado",495.0,46.3,45.2,13.0,1.1,0.0
"Jagung gerontol + Ayam goreng poineer, dada + Gado-gado",Jagung gerontol,"Ayam goreng poineer, dada",Gado-gado,"Jagung gerontol, Ayam goreng poineer, dada, Gado-gado",588.0,46.2,54.9,19.2,2.1,0.0
"Jagung gerontol + Ayam goreng kalasan, paha + Gado-gado",Jagung gerontol,"Ayam goreng kalasan, paha",Gado-gado,"Jagung gerontol, Ayam goreng kalasan, paha, Gado-gado",568.0,46.2,55.6,16.7,2.1,176.0
"Nasi tim + Ayam goreng sukabumi, dada + Gado-gado",Nasi tim,"Ayam goreng sukabumi, dada",Gado-gado,"Nasi tim, Ayam goreng sukabumi, dada, Gado-gado",501.0,46.2,48.0,12.8,1.6,0.0
"Jagung titi + Ayam goreng sukabumi, paha + Wortel kukus",Jagung titi,"Ayam goreng sukabumi, paha",Wortel kukus,"Jagung titi, Ayam goreng sukabumi, paha, Wortel kukus",694.0,46.1,87.9,17.1,1.9,43.0
"Rujak lontong + Ayam goreng pasundan, paha + Wortel kukus",Rujak lontong,"Ayam goreng pasundan, paha",Wortel kukus,"Rujak lontong, Ayam goreng pasundan, paha, Wortel kukus",525.0,46.1,33.3,24.3,1.1,321.0
"Lepok / Ubi rumput + Ayam goreng poineer, dada + Cap cai / capcay / cap cay, sayur",Lepok / Ubi rumput,"Ayam goreng poineer, dada","Cap cai / capcay / cap cay, sayur","Lepok / Ubi rumput, Ayam goreng poineer, dada, Cap cai / capcay / cap cay, sayur",573.0,46.0,44.6,22.2,11.3,521.0
"Lepok / Ubi rumput + Ayam goreng kalasan, paha + Cap cai / capcay / cap cay, sayur",Lepok / Ubi rumput,"Ayam goreng kalasan, paha","Cap cai / capcay / cap cay, sayur","Lepok / Ubi rumput, Ayam goreng kalasan, paha, Cap cai / capcay / cap cay, sayur",553.0,46.0,45.3,19.7,11.3,697.0
"Nasi gurih + Ayam goreng pasundan, dada + Anyang, sayur",Nasi gurih,"Ayam goreng pasundan, dada","Anyang, sayur","Nasi gurih, Ayam goreng pasundan, dada, Anyang, sayur",562.0,46.0,37.0,24.4,6.1,586.0
"lontong + Ayam goreng poineer, dada + Cap cai / capcay / cap cay, sayur",lontong,"Ayam goreng poineer, dada","Cap cai / capcay / cap cay, sayur","lontong, Ayam goreng poineer, dada, Cap cai / capcay / cap cay, sayur",536.0,46.0,36.6,21.2,1.8,405.0
"lontong + Ayam goreng kalasan, paha + Cap cai / capcay / cap cay, sayur",lontong,"Ayam goreng kalasan, paha","Cap cai / capcay / cap cay, sayur","lontong, Ayam goreng kalasan, paha, Cap cai / capcay / cap cay, sayur",516.0,46.0,37.3,18.7,1.8,581.0
"Nasi minyak + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur",Nasi minyak,"Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Nasi minyak, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",548.0,46.0,42.3,20.5,1.4,479.0
"Woku ubi + Ayam goreng sukabumi, dada + Gado-gado",Woku ubi,"Ayam goreng sukabumi, dada",Gado-gado,"Woku ubi, Ayam goreng sukabumi, dada, Gado-gado",524.0,45.9,37.0,20.2,8.1,353.0
"Ubi Cilembu + Ayam goreng pasundan, dada + Gado-gado",Ubi Cilembu,"Ayam goreng pasundan, dada",Gado-gado,"Ubi Cilembu, Ayam goreng pasundan, dada, Gado-gado",569.0,45.9,66.0,12.4,4.5,1.0
"Jagung gerontol + Ayam goreng poineer, dada + Cap cai / capcay / cap cay, sayur",Jagung gerontol,"Ayam goreng poineer, dada","Cap cai / capcay / cap cay, sayur","Jagung gerontol, Ayam goreng poineer, dada, Cap cai / capcay / cap cay, sayur",548.0,45.9,38.1,22.3,1.6,405.0
"Jagung gerontol + Ayam goreng kalasan, paha + Cap cai / capcay / cap cay, sayur",Jagung gerontol,"Ayam goreng kalasan, paha","Cap cai / capcay / cap cay, sayur","Jagung gerontol, Ayam goreng kalasan, paha, Cap cai / capcay / cap cay, sayur",528.0,45.9,38.8,19.8,1.6,581.0
"Pundut nasi + Ayam goreng pasundan, dada + Gado-gado",Pundut nasi,"Ayam goreng pasundan, dada",Gado-gado,"Pundut nasi, Ayam goreng pasundan, dada, Gado-gado",487.0,45.9,36.8,16.3,1.5,74.0
"Nasi tim + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur",Nasi tim,"Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Nasi tim, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",461.0,45.9,31.2,15.9,1.1,405.0
"Jagung muda,rebus + Ayam goreng poineer, dada + Anyang, sayur","Jagung muda,rebus","Ayam goreng poineer, dada","Anyang, sayur","Jagung muda,rebus, Ayam goreng poineer, dada, Anyang, sayur",563.0,45.8,41.2,23.3,6.2,295.0
"Jagung muda,rebus + Ayam goreng kalasan, paha + Anyang, sayur","Jagung muda,rebus","Ayam goreng kalasan, paha","Anyang, sayur","Jagung muda,rebus, Ayam goreng kalasan, paha, Anyang, sayur",543.0,45.8,41.9,20.8,6.2,471.0
"Nasi gurih + Ayam goreng pasundan, dada + brokoli , matang",Nasi gurih,"Ayam goreng pasundan, dada","brokoli , matang","Nasi gurih, Ayam goreng pasundan, dada, brokoli , matang",459.2,45.8,28.6,16.7,3.7,311.0
"Jagung titi + Ayam goreng sukabumi, paha + Wortel rebus",Jagung titi,"Ayam goreng sukabumi, paha",Wortel rebus,"Jagung titi, Ayam goreng sukabumi, paha, Wortel rebus",685.0,45.8,85.9,17.0,1.6,41.0
"Nasi / Nasi Putih + Ayam goreng sukabumi, dada + Gado-gado",Nasi / Nasi Putih,"Ayam goreng sukabumi, dada",Gado-gado,"Nasi / Nasi Putih, Ayam goreng sukabumi, dada, Gado-gado",561.0,45.8,61.8,12.7,1.3,1.0
"Nasi coklat + Ayam goreng poineer, dada + Gado-gado",Nasi coklat,"Ayam goreng poineer, dada",Gado-gado,"Nasi coklat, Ayam goreng poineer, dada, Gado-gado",544.0,45.8,45.1,18.7,1.1,0.0
"Nasi coklat + Ayam goreng kalasan, paha + Gado-gado",Nasi coklat,"Ayam goreng kalasan, paha",Gado-gado,"Nasi coklat, Ayam goreng kalasan, paha, Gado-gado",524.0,45.8,45.8,16.2,1.1,176.0
"Jagung titi + Ayam goreng pasundan, paha + brokoli , matang",Jagung titi,"Ayam goreng pasundan, paha","brokoli , matang","Jagung titi, Ayam goreng pasundan, paha, brokoli , matang",642.2,45.7,81.3,13.8,3.8,15.0
"Lepok / Ubi rumput + Ayam goreng sukabumi, dada + Gado-gado",Lepok / Ubi rumput,"Ayam goreng sukabumi, dada",Gado-gado,"Lepok / Ubi rumput, Ayam goreng sukabumi, dada, Gado-gado",562.0,45.6,61.8,13.6,11.8,116.0
"Woku ubi + Ayam goreng sukabumi, dada + Cap cai / capcay / cap cay, sayur",Woku ubi,"Ayam goreng sukabumi, dada","Cap cai / capcay / cap cay, sayur","Woku ubi, Ayam goreng sukabumi, dada, Cap cai / capcay / cap cay, sayur",484.0,45.6,20.2,23.3,7.6,758.0
"Ubi Cilembu + Ayam goreng pasundan, dada + Cap cai / capcay / cap cay, sayur",Ubi Cilembu,"Ayam goreng pasundan, dada","Cap cai / capcay / cap cay, sayur","Ubi Cilembu, Ayam goreng pasundan, dada, Cap cai / capcay / cap cay, sayur",529.0,45.6,49.2,15.5,4.0,406.0
"Jagung muda,rebus + Ayam goreng poineer, dada + brokoli , matang","Jagung muda,rebus","Ayam goreng poineer, dada","brokoli , matang","Jagung muda,rebus, Ayam goreng poineer, dada, brokoli , matang",460.2,45.6,32.8,15.6,3.8,20.0
"lontong + Ayam goreng sukabumi, dada + Gado-gado",lontong,"Ayam goreng sukabumi, dada",Gado-gado,"lontong, Ayam goreng sukabumi, dada, Gado-gado",525.0,45.6,53.8,12.6,2.3,0.0
"Jagung kuning pipil, rebus + Ayam goreng sukabumi, paha + Gado-gado","Jagung kuning pipil, rebus","Ayam goreng sukabumi, paha",Gado-gado,"Jagung kuning pipil, rebus, Ayam goreng sukabumi, paha, Gado-gado",574.0,45.6,49.9,21.0,1.8,5.0
"Nasi rames + Ayam goreng pasundan, paha + Karedok,sayur",Nasi rames,"Ayam goreng pasundan, paha","Karedok,sayur","Nasi rames, Ayam goreng pasundan, paha, Karedok,sayur",492.0,45.6,33.5,18.9,1.4,265.0
"Nasi merah + Ayam goreng sukabumi, dada + Gado-gado",Nasi merah,"Ayam goreng sukabumi, dada",Gado-gado,"Nasi merah, Ayam goreng sukabumi, dada, Gado-gado",530.0,45.6,54.5,12.8,1.4,5.0
"Nasi rames + Ayam goreng pasundan, paha + Sayur lebui",Nasi rames,"Ayam goreng pasundan, paha",Sayur lebui,"Nasi rames, Ayam goreng pasundan, paha, Sayur lebui",464.0,45.5,31.9,16.2,5.7,389.0
"Jagung gerontol + Ayam goreng sukabumi, dada + Gado-gado",Jagung gerontol,"Ayam goreng sukabumi, dada",Gado-gado,"Jagung gerontol, Ayam goreng sukabumi, dada, Gado-gado",537.0,45.5,55.3,13.7,2.1,0.0
"Ubi Cilembu + Ayam goreng poineer, dada + Gado-gado",Ubi Cilembu,"Ayam goreng poineer, dada",Gado-gado,"Ubi Cilembu, Ayam goreng poineer, dada, Gado-gado",618.0,45.4,65.9,18.1,4.5,1.0
"Ubi Cilembu + Ayam goreng kalasan, paha + Gado-gado",Ubi Cilembu,"Ayam goreng kalasan, paha",Gado-gado,"Ubi Cilembu, Ayam goreng kalasan, paha, Gado-gado",598.0,45.4,66.6,15.6,4.5,177.0
"Tapai singkong + Ayam goreng pasundan, dada + Gado-gado",Tapai singkong,"Ayam goreng pasundan, dada",Gado-gado,"Tapai singkong, Ayam goreng pasundan, dada, Gado-gado",552.0,45.4,61.9,12.5,3.1,0.0
"Pundut nasi + Ayam goreng poineer, dada + Gado-gado",Pundut nasi,"Ayam goreng poineer, dada",Gado-gado,"Pundut nasi, Ayam goreng poineer, dada, Gado-gado",536.0,45.4,36.7,22.0,1.5,74.0
"Pundut nasi + Ayam goreng kalasan, paha + Gado-gado",Pundut nasi,"Ayam goreng kalasan, paha",Gado-gado,"Pundut nasi, Ayam goreng kalasan, paha, Gado-gado",516.0,45.4,37.4,19.5,1.5,250.0
